ign,name,age,age_range,birth,country,continent,team,game,edpi_ratio,mouse,mouse_brand,sense,hz,dpi,edpi,mousepad,keyboard,headset,monitor,mousepad_brand,keyboard_brand,headset_brand,monitor_brand
nython,Gabriel Lino,25,25-29,1997-10-10,Brazil,SA,paiN Gaming,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.2,1000.0,800.0,960.0,ZOWIE G-SR-SE Deep Blue,HyperX Alloy FPS,unknown,ZOWIE XL2546K,ZOWIE,HyperX,unknown,ZOWIE
Wardell,Matthew Yu,24,20-24,1998-07-05,Canada,NA,Free Agent,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.326,1000.0,800.0,829.344,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546,Logitech,Logitech,Logitech,ZOWIE
dgt,Franco Garcia,21,20-24,2001-05-12,Uruguay,SA,9z Team,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.35,1000.0,400.0,540.0,SteelSeries QcK Heavy,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Logitech,HyperX,ZOWIE
karrigan,Finn Andersen,32,30-34,1990-04-14,Denmark,EU,FaZe Clan,CS:GO,1.0,SteelSeries Prime Wireless,SteelSeries,1.6,1000.0,400.0,640.0,SteelSeries QcK Heavy,SteelSeries Apex Pro Mini,SteelSeries Arctis Pro White,ZOWIE XL2540,SteelSeries,SteelSeries,SteelSeries,ZOWIE
dephh,Rory Jackson,31,30-34,1991-12-23,United Kingdom,EU,Sentinels,VALORANT,3.18,Razer Viper 8KHz,Razer,0.27,1000.0,800.0,686.88,Razer Gigantus V2,HyperX Alloy FPS,unknown,ZOWIE XL2411T,Razer,HyperX,unknown,ZOWIE
broky,Helvijs Saukants,21,20-24,2001-02-14,Latvia,EU,FaZe Clan,CS:GO,1.0,Logitech G Pro X Superlight Red,Logitech,1.9,1000.0,400.0,760.0,Artisan Ninja FX Zero Soft,SteelSeries Apex 7 TKL Ghost,SteelSeries Arctis Pro Nova Wireless,ZOWIE XL2546,Artisan,SteelSeries,SteelSeries,ZOWIE
JACKZ,Audric Jug,30,30-34,1992-07-07,France,EU,HEET,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.661,1000.0,400.0,664.4,ZOWIE G-SR,Logitech G513,Logitech G Pro X Headset,ZOWIE XL2546,ZOWIE,Logitech,Logitech,ZOWIE
AZK,Kevin Larivière ,31,30-34,1991-03-25,Canada,NA,Free Agent,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.628,1000.0,400.0,798.816,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2540,Logitech,Logitech,Logitech,ZOWIE
Skadoodle,Tyler Latham,29,25-29,1993-07-21,United States,NA,Free Agent,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.6,1000.0,400.0,763.2,ZOWIE G-SR,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546,ZOWIE,Logitech,Logitech,ZOWIE
mixwell,Oscar Cañellas Colocho,23,20-24,1999-10-10,Spain,EU,Team Heretics,VALORANT,3.18,Logitech G703,Logitech,0.69,1000.0,400.0,877.6800000000001,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,AOC AG251FZ2E,Logitech,Logitech,Logitech,AOC
Ethan,Ethan Arnold,22,20-24,2000-03-02,United States,NA,Evil Geniuses,VALORANT,3.18,Xtrfy M4 Wireless,Xtrfy,0.8,1000.0,400.0,1017.6,Razer Gigantus,Razer Blackwidow Lite,HyperX Cloud II,ZOWIE XL2540,Razer,Razer,HyperX,ZOWIE
Hiko,Spencer Martin,32,30-34,1990-03-06,United States,NA,Content Creator,VALORANT,3.18,Razer Deathadder V3 Pro,Razer,0.36,1000.0,1600.0,1831.68,ZOWIE G-SR-SE HiKo Edition,Razer Blackwidow TE,JBL Quantum One,Alienware AW2521H,ZOWIE,Razer,JBL,Alienware
huNter,Nemanja Kovač,27,25-29,1996-01-03,Bosnia and Herzegovina,EU,G2 Esports,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,2.17,1000.0,400.0,868.0,Logitech G640,Logitech G715,Logitech G Pro X Headset,ZOWIE XL2546,Logitech,Logitech,Logitech,ZOWIE
SicK,Hunter Mims,24,20-24,1998-09-02,United States,NA,Sentinels,VALORANT,3.18,Logitech G900,Logitech,0.235,1000.0,800.0,597.84,Logitech G640,HyperX Alloy FPS Pro,HyperX Cloud II,ZOWIE XL2546,Logitech,HyperX,HyperX,ZOWIE
ShahZaM,Shahzeb Khan,29,25-29,1993-10-08,United States,NA,G2 Esports,VALORANT,3.18,Logitech G703,Logitech,0.53,1000.0,400.0,674.1600000000001,Lethal Gaming Gear Saturn,Custom Keyboard,HyperX Cloud II,ZOWIE XL2546,Lethal,Custom,HyperX,ZOWIE
FNS,Pujan Mehta,30,30-34,1992-03-19,Canada,NA,NRG,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.55,1000.0,400.0,699.6000000000001,Artisan Ninja FX Zero Soft,Razer BlackWidow V3 Pro,Razer BlackShark V2,ZOWIE XL2546,Artisan,Razer,Razer,ZOWIE
ANGE1,Kirill Karasiow,33,30-34,1989-09-10,Ukraine,EU,Natus Vincere,VALORANT,3.18,Logitech G Pro X Superlight White,Logitech,0.5,1000.0,800.0,1272.0,Razer Goliathus Speed Cosmic,Wooting 60 HE,HyperX Cloud Revolver,ZOWIE XL2546,Razer,Wooting,HyperX,ZOWIE
Subroza,Yassine Taoufik,25,25-29,1997-07-06,Canada,NA,TSM,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.277,1000.0,800.0,704.6880000000001,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2540,Logitech,Logitech,Logitech,ZOWIE
Zellsis,Jordan Montemurro,24,20-24,1998-03-02,United States,NA,Cloud9,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.215,1000.0,800.0,546.96,Artisan Ninja FX Zero Soft,Gamesense Clutch,Sennheiser GAME ZERO,ZOWIE XL2546,Artisan,Gamesense,Sennheiser,ZOWIE
pyth,Jacob Mourujärvi,29,25-29,1993-09-21,Sweden,EU,Bleed eSports,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.63,1000.0,400.0,801.36,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,AOC AG251FZ2E,Logitech,Logitech,Logitech,AOC
brax,Braxton Pierce,26,25-29,1996-09-20,United States,NA,T1,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.55,1000.0,400.0,699.6000000000001,SteelSeries QcK Heavy,Logitech G Pro X Keyboard,Sennheiser HD 600,ZOWIE XL2546S,SteelSeries,Logitech,Sennheiser,ZOWIE
dimasick,Dmitry Matvienko,26,25-29,1996-07-06,Kazakhstan,AS,Free Agent,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.75,1000.0,400.0,954.0,Artisan Ninja FX Zero Soft,HyperX Alloy Origins,HyperX Cloud Alpha,ZOWIE XL2546,Artisan,HyperX,HyperX,ZOWIE
vice,Daniel Kim,27,25-29,1995-11-09,United States,NA,ANDBOX,VALORANT,3.18,Logitech G Pro Wireless,Logitech,0.245,1000.0,800.0,623.2800000000001,HyperX Fury S Speed Edition,Logitech G915 TKL,HyperX Cloud Revolver S,ZOWIE XL2546,HyperX,Logitech,HyperX,ZOWIE
lowel,Christian Garcia Antoran,26,25-29,1996-12-11,Spain,EU,Team Heretics,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.566,1000.0,400.0,719.952,Gamesense Radar,Razer Huntsman V2 TKL,Logitech G Pro X Wireless Headset,ZOWIE XL2546,Gamesense,Razer,Logitech,ZOWIE
s0m,Sam Oh,20,20-24,2002-06-07,United States,NA,NRG,VALORANT,3.18,Logitech G Pro X Superlight White,Logitech,0.8,1000.0,400.0,1017.6,SteelSeries QcK Large,Logitech G915,ROG Delta S Core,ZOWIE XL2546,SteelSeries,Logitech,ROG,ZOWIE
hazed,James Cobb,33,30-34,1989-05-22,United States,NA,Free Agent,VALORANT,3.18,Logitech G Pro X Superlight,Logitech,0.35,1000.0,800.0,890.4000000000001,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ASUS ROG SWIFT PG259QN,Logitech,Logitech,Logitech,ASUS
tiziaN,Tizian Feldbusch,26,25-29,1996-06-15,Germany,EU,BIG,CS:GO,1.0,Razer Viper V2 Pro,Razer,1.7,1000.0,400.0,680.0,Corsair MM350 Champion Series,Corsair K70 RGB MK.2,Corsair Void RGB Elite White,ZOWIE XL2540,Corsair,Corsair,Corsair,ZOWIE
flusha,Robin Rönnquist,29,25-29,1993-08-12,Sweden,EU,EYEBALLERS,CS:GO,1.0,Logitech G703 White,Logitech,1.8,1000.0,400.0,720.0,VAXEE PA Y22,HyperX Alloy FPS Pro,Fnatic REACT,ZOWIE XL2540,VAXEE,HyperX,Fnatic,ZOWIE
Snax,Janusz Pogorzelski,29,25-29,1993-07-05,Poland,EU,Finest,CS:GO,1.0,ZOWIE FK2-C,ZOWIE,2.06,1000.0,400.0,824.0,ZOWIE G-SR-SE Red,Logitech G915 TKL,Sennheiser GAME ZERO,ZOWIE XL2546K,ZOWIE,Logitech,Sennheiser,ZOWIE
PKL,Vinícios Coelho,28,25-29,1994-07-21,Brazil,SA,paiN Gaming,CS:GO,1.0,Logitech G Pro Wireless,Logitech,2.2,125.0,400.0,880.0000000000001,SteelSeries QcK+,unknown,unknown,ZOWIE XL2546K,SteelSeries,unknown,unknown,ZOWIE
cajunb,René Borg,33,30-34,1989-12-13,Denmark,EU,Astralis Talent,CS:GO,1.0,ZOWIE EC1,ZOWIE,2.2,1000.0,400.0,880.0000000000001,SteelSeries QcK Heavy,Xtrfy K2 RGB White,Sennheiser GSP 600,ZOWIE XL2546,SteelSeries,Xtrfy,Sennheiser,ZOWIE
SLOWLY,Kelun Sun,21,20-24,2001-09-23,China,AS,TyLoo,CS:GO,1.0,ZOWIE EC3-C,ZOWIE,1.5,1000.0,400.0,600.0,ZOWIE G-SR-SE TyLoo Edition,Xtrfy K5 Compact RGB,HyperX Cloud Flight,ZOWIE XL2546K,ZOWIE,Xtrfy,HyperX,ZOWIE
KioShiMa,Fabien Fiey,28,25-29,1994-07-29,France,EU,Free Agent,CS:GO,1.0,Logitech G Pro Wireless,Logitech,2.2,1000.0,400.0,880.0000000000001,HyperX Fury S Speed Edition,HyperX Alloy Elite,HyperX Cloud II,ZOWIE XL2540,HyperX,HyperX,HyperX,ZOWIE
mirbit,Sabit Coktasar,26,25-29,1996-11-04,Germany,EU,Nordavind,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,0.9,1000.0,800.0,720.0,SteelSeries QcK Heavy,Ducky One 2 TKL,SteelSeries Arctis Pro,ZOWIE XL2546K,SteelSeries,Ducky,SteelSeries,ZOWIE
NickelBack,Alexey Trofimov,25,25-29,1997-07-17,Russia,EU,Entropiq,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,0.8,1000.0,800.0,640.0,VAXEE PA Y22,Razer BlackWidow V3 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,VAXEE,Razer,Logitech,ZOWIE
Lack1,Viktor Boldyrev,23,20-24,1999-08-20,Kazakhstan,AS,Aurora,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.37,1000.0,400.0,548.0,VAXEE PB,Logitech G915 TKL,EPOS H6PRO White,ZOWIE XL2546K,VAXEE,Logitech,EPOS,ZOWIE
Krad,Vladislav Kravchenko,23,20-24,1999-01-09,Russia,EU,forZe,CS:GO,1.0,VAXEE OUTSET AX Yellow,VAXEE,1.1,1000.0,800.0,880.0000000000001,VAXEE PA Y22,Varmilo VA87M Summit,beyerdynamic MMX 300,ZOWIE XL2546K,VAXEE,Varmilo,beyerdynamic,ZOWIE
latto,Bruno Rebelatto,20,20-24,2002-12-21,Brazil,SA,00Nation,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.0,1000.0,400.0,800.0,Logitech G640,HyperX Alloy Origins,HyperX Cloud II,ZOWIE XL2546,Logitech,HyperX,HyperX,ZOWIE
mezii,William Merriman,24,20-24,1998-10-15,United Kingdom,EU,Fnatic,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,0.85,1000.0,800.0,680.0,ZOWIE G-SR-SE,HyperX Alloy Origins Core,Sennheiser GAME ZERO,ZOWIE XL2546,ZOWIE,HyperX,Sennheiser,ZOWIE
b0RUP,Johannes Borup,23,20-24,1999-09-29,Denmark,EU,Copenhagen Flames,CS:GO,1.0,ZOWIE EC2-A,ZOWIE,2.0,1000.0,400.0,800.0,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546,SteelSeries,HyperX,HyperX,ZOWIE
MiGHTYMAX,Max Heath,25,25-29,1997-07-14,United Kingdom,EU,Endpoint,CS:GO,1.0,Endgame Gear XM1 White,Endgame,1.6,1000.0,400.0,640.0,VAXEE PA Summer22,Ducky One 2,HyperX Cloud II,ASUS ROG SWIFT PG259QN,VAXEE,Ducky,HyperX,ASUS
sterling,Euan Moore,24,20-24,1998-06-27,New Zealand,OC,Encore Esports Club,CS:GO,1.0,ZOWIE S2 Divina Pink,ZOWIE,2.2,1000.0,400.0,880.0000000000001,ZOWIE G-SR-SE Red,Logitech G Pro Keyboard,Sennheiser HD 660S,ZOWIE XL2540,ZOWIE,Logitech,Sennheiser,ZOWIE
DANK1NG,Zhenghao Lyu,23,20-24,1999-09-15,China,AS,TyLoo,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.0,1000.0,400.0,800.0,ZOWIE G-SR-SE TyLoo Edition,SteelSeries Apex Pro,HyperX Cloud Flight,ZOWIE XL2546K,ZOWIE,SteelSeries,HyperX,ZOWIE
Summer,YuLun Cai,25,25-29,1997-05-16,China,AS,TyLoo,CS:GO,1.0,ZOWIE EC2-B,ZOWIE,2.0,1000.0,400.0,800.0,ZOWIE G-SR-SE TyLoo Edition,SteelSeries Apex Pro,SteelSeries Arctis 5,ZOWIE XL2546K,ZOWIE,SteelSeries,SteelSeries,ZOWIE
Attacker,YuanZhang Sheng,25,25-29,1997-01-07,China,AS,TyLoo,CS:GO,1.0,Zowie FK2-B,Zowie,2.3,1000.0,400.0,919.9999999999999,ZOWIE G-SR,SteelSeries Apex Pro TKL,HyperX Cloud Flight,ZOWIE XL2546K,ZOWIE,SteelSeries,HyperX,ZOWIE
Rainwaker,Aleks Petrov,21,20-24,2001-04-27,Bulgaria,EU,500,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.2,1000.0,400.0,880.0000000000001,VAXEE PA ZYGEN,HyperX Alloy FPS RGB,Logitech G Pro X Wireless Headset,ZOWIE XL2546K,VAXEE,HyperX,Logitech,ZOWIE
Forester,Igor Bezotecheskiy,23,20-24,2000-01-03,Russia,EU,Entropiq,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,0.7,1000.0,800.0,560.0,HyperX Fury S Speed Edition,Logitech G Pro X Keyboard,Logitech G Pro X Headset,ZOWIE XL2546K,HyperX,Logitech,Logitech,ZOWIE
El1an,Aleksey Gusev,23,20-24,1999-07-19,Russia,EU,Entropiq,CS:GO,1.0,VAXEE NP-01S Yellow,VAXEE,1.5,500.0,800.0,1200.0,VAXEE PB,Logitech G915 TKL,Sennheiser GSP 600,ZOWIE XL2546K,VAXEE,Logitech,Sennheiser,ZOWIE
LNZ,Linus Holtäng,20,20-24,2002-10-20,Sweden,EU,Free Agent,CS:GO,1.0,ZOWIE EC2,ZOWIE,1.7,1000.0,400.0,680.0,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro,ASUS ROG SWIFT PG259QN,Razer,Razer,Razer,ASUS
phzy,Love Smidebrant,20,20-24,2002-09-24,Sweden,EU,Sangal,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.75,1000.0,800.0,1400.0,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II,ASUS ROG SWIFT PG259QN,SteelSeries,HyperX,HyperX,ASUS
boX,Anton Burko,27,25-29,1995-02-16,Belarus,EU,Websterz,CS:GO,1.0,SteelSeries Sensei Ten,SteelSeries,1.58,1000.0,800.0,1264.0,SteelSeries QcK Heavy,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Logitech,HyperX,ZOWIE
Wolfy,Adam Andersson,24,20-24,1998-12-08,Sweden,EU,Fnatic Rising,CS:GO,1.0,ZOWIE FK1-B Divina Pink,ZOWIE,1.85,1000.0,400.0,740.0,ZOWIE G-SR-SE Red,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546,ZOWIE,Logitech,HyperX,ZOWIE
alex,Alejandro Masanet Candela,27,25-29,1995-12-15,Spain,EU,Movistar Riders,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.7,1000.0,400.0,680.0,VAXEE PA ZYGEN,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,VAXEE,Logitech,HyperX,ZOWIE
mopoz,Alejandro Fernández-Quejo Cano,26,25-29,1996-08-07,Spain,EU,Movistar Riders,CS:GO,1.0,ZOWIE FK1+,ZOWIE,1.0,1000.0,400.0,400.0,ZOWIE G-SR-SE Deep Blue,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,HyperX,HyperX,ZOWIE
hAdji,Ali Haïnouss,27,25-29,1995-11-03,France,EU,Falcons Esports,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.0,1000.0,400.0,800.0,Corsair MM200,Logitech G Pro Keyboard,Sennheiser GSP 600,ZOWIE XL2546,Corsair,Logitech,Sennheiser,ZOWIE
dav1g,David Granado Bermudo,21,20-24,2001-06-06,Spain,EU,Movistar Riders,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.2,1000.0,400.0,880.0000000000001,VAXEE PA ZYGEN,Logitech G915 TKL White,HyperX Cloud II,ZOWIE XL2546K,VAXEE,Logitech,HyperX,ZOWIE
SunPayus,Alvaro Garcia,24,20-24,1998-11-19,Spain,EU,ENCE,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.9,1000.0,400.0,760.0,ZOWIE G-SR,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,ZOWIE,Logitech,HyperX,ZOWIE
olofmeister,Olof Kajbjer Gustafsson,30,30-34,1992-01-31,Sweden,EU,FaZe Clan,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.8,1000.0,400.0,720.0,SteelSeries QcK Heavy,SteelSeries Apex Pro,SteelSeries Arctis Pro White,ZOWIE XL2546K,SteelSeries,SteelSeries,SteelSeries,ZOWIE
pashaBiceps,Jarosław Jarząbkowski,34,30-34,1988-04-11,Poland,EU,Content Creator,CS:GO,1.0,ZOWIE EC1-A,ZOWIE,1.4,500.0,400.0,560.0,SteelSeries QcK Heavy,SteelSeries Apex Pro,SteelSeries Arctis Pro White,ZOWIE XL2546K,SteelSeries,SteelSeries,SteelSeries,ZOWIE
felps,João Vasconcellos,26,25-29,1996-12-16,Brazil,SA,Fluxo,CS:GO,1.0,ZOWIE EC2-A,ZOWIE,2.0,1000.0,400.0,800.0,Logitech G640,HyperX Alloy FPS,Fallen Morcego White,ZOWIE XL2546K,Logitech,HyperX,Fallen,ZOWIE
TACO,Epitácio de Melo,27,25-29,1995-01-24,Brazil,SA,00Nation,CS:GO,1.0,ZOWIE FK2,ZOWIE,1.5,1000.0,400.0,600.0,SteelSeries QcK Heavy,Razer Huntsman TE,HyperX Cloud Alpha,ZOWIE XL2546 Divina Blue,SteelSeries,Razer,HyperX,ZOWIE
dumau,Eduardo Wolkmer,19,15-19,2003-11-09,Brazil,SA,00Nation,CS:GO,1.0,Logitech G Pro X Superlight White,Logitech,2.06,1000.0,400.0,824.0,Logitech G640,Razer Huntsman V2,Sennheiser GAME ZERO,ZOWIE XL2546K,Logitech,Razer,Sennheiser,ZOWIE
b4rtiN,Bruno Câmara,20,20-24,2002-01-11,Brazil,SA,GODSENT,CS:GO,1.0,ZOWIE ZA12-B,ZOWIE,2.0,1000.0,400.0,800.0,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,HyperX,HyperX,ZOWIE
anarkez,Guy Trachtman,23,20-24,1999-11-08,Israel,AS,Free Agent,CS:GO,1.0,Logitech G Pro Wireless,Logitech,1.0,1000.0,2000.0,2000.0,VAXEE PA FunSpark,Custom Keyboard,Logitech G Pro X Headset,ZOWIE XL2546,VAXEE,Custom,Logitech,ZOWIE
shokz,Kristjan Jakobson,25,25-29,1997-12-23,Estonia,EU,Finest,CS:GO,1.0,ZOWIE EC2,ZOWIE,0.43,1000.0,1600.0,688.0,VAXEE PA ZYGEN,Ducky One 2 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,VAXEE,Ducky,Logitech,ZOWIE
kreaz,Rasmus Johansson,24,20-24,1998-04-10,Sweden,EU,Finest,CS:GO,1.0,ZOWIE FK1+-B,ZOWIE,2.0,1000.0,400.0,800.0,SteelSeries QcK Heavy,Xtrfy K2 RGB White,HyperX Cloud II,ZOWIE XL2546,SteelSeries,Xtrfy,HyperX,ZOWIE
PlesseN,Niclas Plessen,24,20-24,1998-05-29,Sweden,EU,Finest,CS:GO,1.0,ZOWIE EC2-A,ZOWIE,3.0,1000.0,400.0,1200.0,ZOWIE G-SR-SE Dark Grey,Xtrfy K2 RGB,HyperX Cloud I,ZOWIE XL2546,ZOWIE,Xtrfy,HyperX,ZOWIE
n0thing,Jordan Gilbert,32,30-34,1990-10-25,United States,NA,Content Creator,CS:GO,1.0,Logitech G100S Custom,Logitech,0.5,500.0,1600.0,800.0,SteelSeries QcK Heavy,HyperX Alloy Elite,Logitech G Pro X Headset Shroud Edition,Alienware AW2521H,SteelSeries,HyperX,Logitech,Alienware
bodyy,Alexandre Pianaro,25,25-29,1997-01-08,France,EU,HEET,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.67,1000.0,400.0,668.0,Logitech G640,Logitech G810,Logitech G433,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
JW,Jesper Wecksell,27,25-29,1995-02-23,Sweden,EU,EYEBALLERS,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.9,1000.0,400.0,760.0,Fnatic DASH,Fnatic miniSTREAK,Fnatic REACT,ZOWIE XL2540,Fnatic,Fnatic,Fnatic,ZOWIE
gade,Nicklas Gade,28,25-29,1994-11-06,Denmark,EU,Retired,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,2.2,1000.0,400.0,880.0000000000001,ZOWIE G-SR,HyperX Alloy FPS,Corsair HS80,ZOWIE XL2546,ZOWIE,HyperX,Corsair,ZOWIE
SZPERO,Grzegorz Dziamałek,31,30-34,1991-06-06,Poland,EU,9INE,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,0.9,1000.0,800.0,720.0,ZOWIE G-SR,Logitech G Pro X Keyboard,Sennheiser GAME ZERO,ZOWIE XL2546,ZOWIE,Logitech,Sennheiser,ZOWIE
snatchie,Michał Rudzki,24,20-24,1998-01-31,Poland,EU,AGO,CS:GO,1.0,Zowie S1 Divina Pink,Zowie,1.35,1000.0,400.0,540.0,ZOWIE G-SR-SE Dark Grey,Ozone Gaming Strike Battle,Sennheiser GSP 600,ZOWIE XL2546,ZOWIE,Ozone,Sennheiser,ZOWIE
prt,Matheus Scuvero,25,25-29,1997-12-18,Brazil,SA,Free Agent,CS:GO,1.0,ZOWIE EC2,ZOWIE,2.0,1000.0,400.0,800.0,SteelSeries QcK Heavy,SteelSeries Apex Pro,EPOS GSP 500,ZOWIE XL2546K,SteelSeries,SteelSeries,EPOS,ZOWIE
pesadelo,Matheus Panisset,23,20-24,1999-08-12,Brazil,SA,Team oNe eSports,CS:GO,1.0,SteelSeries Prime Wireless,SteelSeries,3.09,1000.0,400.0,1236.0,VAXEE PA ZYGEN,SteelSeries Apex Pro,HyperX Cloud Alpha,ZOWIE XL2546K,VAXEE,SteelSeries,HyperX,ZOWIE
Maluk3,Pedro Campos,32,30-34,1990-03-21,Brazil,SA,Team oNe eSports,CS:GO,1.0,SteelSeries Sensei Ten,SteelSeries,2.0,1000.0,400.0,800.0,SteelSeries QcK Large,SteelSeries Apex Pro,SteelSeries Arctis Pro,ZOWIE XL2546K,SteelSeries,SteelSeries,SteelSeries,ZOWIE
trk,Alencar Rossato,27,25-29,1995-06-24,Brazil,SA,Team oNe eSports,CS:GO,1.0,ZOWIE FK1-C,ZOWIE,2.2,1000.0,400.0,880.0000000000001,Artisan Hayate Otsu XSoft,HyperX Alloy Origins Core,HyperX Cloud Alpha,ZOWIE XL2540,Artisan,HyperX,HyperX,ZOWIE
Kyojin,Jayson Nguyen,23,20-24,1999-04-02,France,EU,Free Agent,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,2.0,1000.0,400.0,800.0,Razer Gigantus Elite,Corsair K70 RGB MK.2,Logitech G Pro X Headset,ZOWIE XL2546K,Razer,Corsair,Logitech,ZOWIE
Keoz,Nicolas Dgus,22,20-24,2000-12-29,Belgium,EU,GamerLegion,CS:GO,1.0,VAXEE XE Pink,VAXEE,2.0,4000.0,400.0,800.0,VAXEE PA Winter22,Razer Huntsman V2 TKL,HyperX Cloud II,ZOWIE XL2546,VAXEE,Razer,HyperX,ZOWIE
nawwk,Tim Jonasson,25,25-29,1997-10-30,Sweden,EU,Free Agent,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,3.09,1000.0,400.0,1236.0,ZOWIE G-SR,HyperX Alloy FPS RGB,Logitech G Pro X Headset,ZOWIE XL2546,ZOWIE,HyperX,Logitech,ZOWIE
STYKO,Martin Styk,26,25-29,1996-02-23,Slovakia,EU,Apeks,CS:GO,1.0,Razer Deathadder V3 Pro,Razer,1.4,1000.0,400.0,560.0,Xtrfy GP4 Street Blue,Razer Huntsman V2 TKL,Logitech G Pro X Headset,ASUS ROG SWIFT PG259QN,Xtrfy,Razer,Logitech,ASUS
Kvik,Aurimas Kvakšys,27,25-29,1995-11-18,Lithuania,EU,Free Agent,CS:GO,1.0,Logitech G Pro X Superlight,Logitech,1.4,1000.0,400.0,560.0,Logitech G640,SteelSeries Apex Pro,HyperX Cloud II,ZOWIE XL2546,Logitech,SteelSeries,HyperX,ZOWIE
jmqa,Savely Bragin,25,25-29,1997-04-17,Russia,EU,Free Agent,CS:GO,1.0,ZOWIE FK2-C,ZOWIE,1.35,1000.0,800.0,1080.0,ZOWIE G-SR,HyperX Alloy FPS,Logitech G Pro X Headset,ZOWIE XL2540,ZOWIE,HyperX,Logitech,ZOWIE
sLowi,Olli Pitkänen,26,25-29,1996-02-27,Finland,EU,JANO Esports,CS:GO,1.0,VAXEE OUTSET AX,VAXEE,3.2,1000.0,400.0,1280.0,VAXEE PA OUTSET,Logitech G Pro X Keyboard,HyperX Cloud II,ASUS ROG SWIFT PG259QN,VAXEE,Logitech,HyperX,ASUS
ottoNd,Otto Sihvo,25,25-29,1997-11-07,Finland,EU,HAVU,CS:GO,1.0,Finalmouse Ultralight 2,Finalmouse,1.77,1000.0,400.0,708.0,ZOWIE G-SR-SE Divina Blue,Logitech G513,Sennheiser PC 350,ZOWIE XL2540,ZOWIE,Logitech,Sennheiser,ZOWIE
xseveN,Sami Laasanen,28,25-29,1994-08-14,Finland,EU,HAVU,CS:GO,1.0,VAXEE ZYGEN NP-01S,VAXEE,0.9,1000.0,800.0,720.0,Logitech G640,Ducky One 2 TKL,Logitech G Pro X Headset,ASUS ROG SWIFT PG259QN,Logitech,Ducky,Logitech,ASUS
